id_unique;objet;categorie
QGSVOEL2AR;redaction et evaluation du programme operationnel france manche    angleterre 2014 2020  lot no 2 : evaluation ex ante et evaluation  strategique environnementale du programme operationnel france manche    angleterre 2014 2020 ;environnement
F83TXDVVNW;etudes sur l'evaluation du programme de sante des jeunes et le developpement des actions d'education pour la sante en languedoc roussillon;santé
0OYZCPL8YC;l'evaluation porte sur les resultats obtenus par chacun des poles  efficacite  ainsi que sur l'efficacite et l'efficience du dispositif  general des poles de competitivite   l'evaluation vise :    a eclairer les prochaines decisions du gouvernement wallon quant au  maintien ou non du label de chacun des poles     a ameliorer le dispositif global des poles de competitivite     a construire un referentiel de la situation actuelle  soit etablir un  socle objectif  pour construire l'avenir du dispositif dans l'esprit de  l'objectif transversal  de developpement durable de la wallonie  mis en avant dans le plan  marshall 2 vert  et fixer une base pour elaborer les futures evaluations ;fiscalité-économie
GV9P1XOZWN;organisation d'un seminaire sur l'evaluation du programme national fse << competitivite regionale et emploi >> pour la periode 2007 2013 ;emploi-insertion
JBDSSFHO92;evaluation du plan de deplacement urbain de l'agglomeration rennaise;urbanité-transports
NP1I6CUUF7;mission d'assistance a maitrise d'ouvrage  evaluation  action   etude de prefiguration du cahier des charges des projets de sante de zone de proximite et des projets de maison de sante;santé
112750RMUE;evaluation de l'action regionale en matiere d'amelioration sociale et energetique de l'habitat prive;social
V3IGMW6U1E;mise en place du dispositif d'evaluation du projet regional de sante de l'agence regionale d'ile de france;santé
EGE185QXX6;evaluation finale du projet du fonds de solidarite prioritaire fsp no 2007 1 d'appui a la renovation de l'enseignement superieur mades  a madagascar  cet exercice doit permettre de dresser un bilan objectif du projet  d'en apprecier sa performance au regard des criteres de l'evaluation et de presenter les conclusions et principales recommandations qui en decoulent;logement
RAQR5B3B9W;evaluation de la politique publique de l'eau de la communaute de l'agglomeration belfortaine   ;social
RUYRRKQ3UT;execution de l'evaluation finale du projet du fonds de solidarite prioritaire fsp no2007 10  gouvernance locale et finances publiques au mozambique 2008 2013   cet exercice doit 1 dresser un bilan factuel du projet  2 apprecier la performance du projet au regard du questionnement evaluatif detaille dans le cctp et 3 presenter les conclusions et principales recommandations qui en decoulent    prevoir une mission au mozambique;fiscalité-économie
FXR646MQCR;evaluation des dispositifs concourant a l'autonomie des jeunes gardois;santé
0PRIOL4ZKR;evaluation des programmes locaux de l'habitat;logement
9LVYWLGDKI;evaluation en vue d'analyser l'efficacite  l'efficience et la pertinence  du soutien aux investissements au titre de la politique de developpement  rural   le marche sera attribue sur la base du meilleur rapport qualite prix ;fiscalité-économie
1CYPLGDUJD;assistance a la mise en place d'une demarche d'evaluation des actions de prevention de la branche at mp de securite sociale ;social
AFEIDE2Y75;l'etude consiste a realiser deux rapports  l'un portant sur l'evaluation environnementale du schema directeur d'amenagement et de gestion des eaux sdage et l'autre portant sur l'evaluation environnementale du plan de  gestion du risque d'inondation pgri ;environnement
W479DYJDRO;evaluation du plan departemental d'actions pour le logement des personnes defavorisees pdalpd de la loire et elaboration du nouveau pla;environnement
P073N2R893;evaluation du plan departemental d'actions pour le logement des personnes defavorisees pdalpd de la loire et elaboration du nouveau plan pour le compte du departement de la loire;environnement
BEJKE2JXKS;evaluations ex ante et strategique environnementale ese du programme operationnel interreg caraibes 2014 2020;environnement
W323G1YNNG;evaluations exante et strategique environnementale ese du programme operationnel interrec caraibes 2014 2020;environnement
2SNL8IZOW3;evaluations ex ante et strategique environnementale ese du programme operationnel interreg caraibes 2014 2020 ;environnement
69Y3W4CJO4;bilans agronomiques et ecologiques et etudes d'evaluation des mesures agro environnementales;environnement
62OGR12CB2;evaluation ex ante et evaluation strategique environnementale dans le cadre de la programmation 2014 2020 au profit de la prefecture a poitiers;environnement
AJPK59YQS5;prestation d'evaluation du programme habiter mieux  au profit de l'agence nationale de l'habitat a paris;logement
F6QQO5KMWT;evaluation ex ante et evaluation strategique environnementale dans le  cadre de la programmation 2014 2020 ;environnement
CR0V3CL63C;etude a dimension evaluative et prospective des missions et du positionnement de l'institut departemental de developpement artistique et culturel iddac au regard de la politique culturelle du conseil general de la gironde;culture
07DOEKB8AL;evaluation du plan departemental d'action pour le logement des personnes defavorisees et elaboration du nouveau pdalpd 2014 2018;environnement
GXFHJWTV0H;mission d'evaluation des plans locaux pluriannuels pour l'insertion et l'emploi plie;emploi-insertion
OWAPMIEMJP;evaluation et aide a la redefinition de deux dispositifs de developpement economique dans le secteur de l'agriculture et de l'agroalimentaire;social
K23FL0DAER;evaluation et aide a la redefinition des dispositifs atrea et araq dans les domaines de l'agriculture et de l'agroalimentaire;social
OB7SEGGPVD;prestation d'evaluation de la generalisation du programme sophia etablie a partir des donnees medicales et economiques recueillies sur les annees 2013  2014 et 2015 pour la cnamts a paris;santé
JQSF4D0SJW;rectificatif   evaluation et aide a la redefinition des dispositifs atrea et araq dans les domaines de l'agriculture et de l'agroalimentaire;social
T3V3RFPW8E;evaluation de la generalisation du programme sophia etablie a partir des  donnees medicales et economiques recueillies sur les annees 2013  2014 et  2015 ;santé
TXRIZE6PQ1;execution de l'evaluation finale du projet du fonds de solidarite prioritaire fsp no2007 10  gouvernance locale et finances publiques au mozambique 2008 2013   cet exercice doit 1 dresser un bilan factuel du projet  2 apprecier la performance du projet au regard du questionnement evaluatif detaille dans le cctp et 3 presenter les conclusions et principales recommandations qui en decoulent;fiscalité-économie
5DM10HUM3W;realisation d'une etude sur l'evaluation des actions d'insertion sociale;social
N3XSIW3Y04;dans le cadre de ses missions de cooperation  le mae prevoit de confier a un prestataire exterieur l'evaluation apres 2 ans du projet sankore  dont l'objectif est de favoriser l'acces universel a la connaissance par le developpement de politiques solidaires et de contribuer a l'egalite des chances pour tous   le programme sankore  porte par le groupement d'interet public pour l'education numerique en afrique gipena s'inscrit dans le cadre de la participation de la france aux politiques nationales et internationales destinees a atteindre les omd pour l'education   le programme sankore comprend un programme de dotation des ecoles africaines de murs ou tableaux numeriques interactifs grace a des kits dits  classes numeriques sankore  cns   et un programme de formation des formateurs par les technologies numeriques open source et la creation de ressources numeriques d'enseignement libres   des accords ont ete signes avec le senegal  madagascar  le mali  maurice  le burkina faso  la rdc  le benin et haiti   le mae est le principal contributeur au budget du programme  dote initialement de 50 meuros sur 5 ans   apres deux annees de fonctionnement  il a ete juge necessaire la realisation d'une evaluation externe afin d'identifier les forces et les faiblesses du programme sankore et  sur la base des enseignements tires  de proposer des recommandations prospectives   cette evaluation suppose au moins deux missions a l'etranger une premiere mission groupee au senegal et au benin prioritairement  une seconde a madagascar eventuellement et la participation a plusieurs reunions de restitution aupres du comite de pilotage;éducation-recherche
CWN6NBWPTV;evaluation externe renovant l'action sociale et medico sociale;social
LPDG4UV3IF;realisation d'une evaluation des dispositifs du cnfpt contribuant a un parcours de la 2eme chance pour les agents de la fonction publique territoriale les moins qualifies   agents de categorie c de niveau infra v cap bep;environnement
5MFQGJUJ0T;evaluation environnementale du plan de d'amenagement et de developpement durable de corse padduc marche non alloti;environnement
U4LLEXDR12;evaluation in itinere de la mise en oeuvre des mesures agro environnementales mae du programme de developpement rural de la guyane pdrg;environnement
IYW3DJBIHW;realisation de l'evaluation strategique environnementale des programmes europeens pour la periode 2014   2020;environnement
8IEOJY0K83;realisation de l'evaluation strategique environnementale des programmes europeens pour la periode 2014  2020 ;environnement
4BTJ2HBXWP;13s0489 evaluation environnementale de la revision du schema regional d'amenagement et de developpement durable du territoire midi pyrenees ;environnement
H2SSZGRZZA;evaluation ex ante et evaluation strategique environnementale du programme de developpement rural 2014 2020 de la basse  normandie ;environnement
Q9NYG1NRI5;evaluation ex ante et evaluation strategique environnementale du programme operationnel pluriregional loire 2014 2020;environnement
2YS5PX6FJ3;prestation d'evaluation externe du centre d'action medico social precoce camsp ;social
8EL41R9TNS;evaluation environnementale du pdu de l'agglomeration bisontine ca besancon dti 25 20130412w 1;environnement
DZIU5I9PCP;evaluation des reseaux performance bretagne;environnement
BZ8LMTJP51;evaluations pour la preparation du futur programme interreg v rhin superieur evaluation environnementale strategique du futur programme interreg v rhin superieur lot 2;environnement
49C528ULKZ;accompagnement a la grenellisation et realisation de l'etat initial de l'environnement et de l'evaluation environnementale ex ante du plan local d'urbanisme;environnement
43773Y78W3;accompagnement de projets sur l'evaluation et la prevention des risques psychosociaux dans les etablissements de sante publics ou prives;santé
2JRW3WXLKW;mission d'evaluation et de revision du plan de deplacements urbains du tco;urbanité-transports
077IFF3TB1;realisation de l'evaluation environnementale du schema regional de coherence ecologique de lorraine;environnement
VAWLWFYHW8;evaluation des outils contractuels 2015 2021 du sage marais breton et du bassin versant de la baie de bourgneuf   elaboration de la strategie territoriale et d'un programme pluriannuel d'act;emploi-insertion
J7TT6XDGCN;evaluation de la demarche partenariale des projets culturels de territoire;culture
WV4QBHSIG1;affaire 21s0069  evaluation du programme de raccordement des batiments de la region grand est a des reseaux de chaleur biomasse;environnement
PQL0XKCI8R;evaluation du plan departemental d'action pour le logement et l'hebergement des personnes defavorisees pdalhpd en cours et elaboration du prochain;logement
5J7LPNN94G;evaluation finale d'un projet multipays autour du developpement de filieres peri urbaines durables;environnement
RCHDCQXFLR;evaluation du pacte regional pour l'investissement dans les competences;emploi-insertion
M97K1R767M;mission d'evaluation de projet d'aide alimentaire d'urgence et assistance en matiere de sante mentale;santé
6P8Y0O7DPH;etude d?evaluation de trois programmes d?amelioration de l?habitat et l?etude pre operationnelle;logement
F8PBH4RJYB;evaluation d'actions de sante publique;santé
NHMVYP80XK;assistance a maitrise d'ouvrage pour l'evaluation et la revision du pcaet de bordeaux metropole;environnement
84H9QNK9FD;mission d'evaluation environnementale avec une analyse de cycle de vie acv pour la construction d'un batiment d'accueil multiservices et d'un poste de secours sur la base nautique d'osselle ;environnement
VYY1UD756M;mission d'evaluation contrat de ville et npru;urbanité-transports
46TZJPOT67;etude d'evaluation a mi parcours de la charte du parc naturel regional des caps et marais d'opale   realisation de la phase prospective;environnement
GNI99N7OZK;assistance a maitrise d'ouvrage pour l'evaluation environnementale du secteur de projet saone digitale a macon;environnement
FBTWY7CVJ0;mission d'evaluation et d'accompagnement pour positionner la concertation et la mobilisation des habitants comme levier dans les parcs naturels en transfrontalier;environnement
R4Q49KY4TE;evaluation environnementale du plan local d'urbanisme intercommunal de rennes metropole : missions d'actualisation et de complements;environnement
QCA5515BVZ;evaluation du dispositif experimental d'education  d'accompagnement et de soins  deja ;santé
08FS721O2M;elaboration du plan climat air energie territorial de la communaute d'agglomeration de lens lievin et realisation de son evaluation environnementale strategique;environnement
6Y8B6CWYGF;prestation d'assistance pour l'evaluation  le deploiement  le suivi  le controle et la promotion des clauses sociales dans la commande publique du conseil regional de guadeloupe ;social
27OCEW3E41;accompagnement et l'appui du groupe de travail en charge du second volet de l'evaluation du service sanitaire des etudiants en sante ;éducation-recherche
CR677VJ99J;assistance a maitrise d'ouvrage pour les travaux d'un groupe de travail du haut conseil de la sante publique hcsp dans le cadre du second volet de l'evaluation du service sanitaire des et;santé
J0G6I5JQ6K;evaluateur trice du projet: reseau decentralise de communication citoyen rd2c;environnement
DDNEZRRFP0;evaluation des experimentations relatives aux entreprises adaptees;fiscalité-économie
4E6LICS8GS;evaluation des experimentations relatives aux entreprises adaptees  ;fiscalité-économie
73U7HK0ARL;etude approfondie du marche immobilier et d'evaluation de l'operation programmee de l'habitat de la communaute de communes du pays de falaise;social
6V2FWBR5KT;evaluation du programme regional de logement;logement
PBR0K77U6Q;evaluation du dispositif de cumul rsa emploi;emploi-insertion
5KGBXO3KAT;evaluation d'une grappe de projets et travail de capitalisation;emploi-insertion
RA0IGLWX4R;evaluation du deploiement du plan d'investissement dans les competences a l'echelle regionale;emploi-insertion
HJM8FGNL17;actualisations de l'evaluation environnementale du plan local d'urbanisme intercommunal de grenoble alpes metropole;environnement
BQ4V0BZ9EW;mission d'evaluation de la convention quinquennale action logement   etat : evaluation de la convention quinquennale a travers le prisme du developpement d'une offre de logements de qualite;logement
M3COSWRFO0;evaluation a mi parcours et preparation de l'evaluation finale du contrat de plan regional de developpement des formations et de l'orientation professionnelles cprdfop 2017 2022;emploi-insertion
9I8SVLKZ06;evaluation environnementale du plan de mobilite de la metropole rouen normandie;environnement
02P4QUALML;evaluation externe de 17 etablissements medico sociaux du centre communal d'action social de la ville de bordeaux 15 residences autonomie et 2 ehpad;santé
PWR2GE2TCA;evaluation decentralisee du programme sectoriel foret environnementpsfe ii au cameroun;environnement
QSXBQ1DDRB;le present marche a pour objet la realisation d'un etat des lieux et une evaluation des effets socio economique de mesures de preservation du milieu marin sur la filiere peche professionnelle dan;emploi-insertion
XW5J683BNJ;mise en place d'un outil d'evaluation observatoire des politiques locales de l'habitat;logement
7A68ZKX8K9;evaluation de la politique de la ville sur le territoire de valenciennes metropole dans la perspective du futur contrat de ville en 2022  ;urbanité-transports
88W3KEJE2S;mission d'etude pour l'evaluation et la redefinition du projet culturel de territoire;culture
H71XW520LN;evaluation des missions relevant des missions d'interet general et d'aides a la contractualisation des etablissements de sante financees par l'ars de martinique au titre du fond d'intervention regi  ;santé
SBWNCG3ZWK;titre de l'annonce : il est attendu du prestataire qu'il realise l'accompagnement a l'evaluation de l'experimentation d' 'ehpad hors les murs'  le   ;santé
MXQ9XCGBW8;mission d'evaluation du schema regional du climat  de l'air et de l'energie srcae d'ile de france;environnement
SHJDDDTXVB;evaluation du dispositif d'appui a l'exportation des entreprises;fiscalité-économie
CCCWS1TMY3;evaluation in itinere dans le cadre de l'edec pic   prospective competences;emploi-insertion
GS51ZFNBYA;evaluation de l'appel a projets  accompagnement d'etablissements de sante bretons au developpement de programmes de recuperation amelioree et rapide apres chirurgie  2018 2019;santé
03FOT798MV;20m0468pn   je hl   evaluation intermediaire et evaluation finale du plan climat energie territorial de toulouse metropole ;environnement
7GOLVKB3VF;etude sur l'evaluation des politiques relatives aux reseaux de distribution de gaz  aux gestionnaires de reseau de distribution de gaz et a la participation des consommateurs  ;environnement
NCXSKJOOGW;bilan et evaluation du contrat territorial zones humides ctzh 2017 2021 et construction d'un nouveau ctzh;environnement
86Z47DJYM7;evaluation de programmes et dispositifs visant l'integration professionnelle des refugies;emploi-insertion
A7ZRLGK0C6;numero de la consultation : 2020 fcs hpv 0100 evaluation a mi parcours du programme local de l'habitat 2016 2021 de la communaute d'agglomeration de la rochelle;social
2L5D3FMVQ6;prestation de suivi evaluation et de capitalisation transversale et continue des projets finances par la <<fisong 2020 one health>>  ;fiscalité-économie
8JK1QEF08W;evaluations environnementales du plui plan local d'urbanisme intercommunal et du pcaet plan climat air energie territorial pour la communaute urbaine d'alencon;environnement
ALA5T12UV1;suivi evaluation sensible au conflit pour le programme capitales regionales 2 cr2 au cameroun;fiscalité-économie
ZWHNK8FWYV;accompagnement et appui du groupe de travail en charge de l'evaluation ex post du plan national de sante publique pnsp;santé
Z2DOL02FGM;assistance a maitrise d'ouvrage des travaux d'evaluation ex post du plan national de sante publique pnsp;santé
757IO3N4VW;evaluation environnementale et accompagnement a la formalisation du projet de trame verte et bleue du plui;environnement
4LX7UQUDR7;evaluation externe du centre d'action medico sociale precoce camsp du chru de tours;social
WK28HFEOLS;sage thouet   redaction des documents du sage + evaluation environnementale;environnement
4TYV8HJYJC;evaluation du programme pex : une mediation qui securise le locataire et le bailleur du parc prive en cours de procedure d'expulsion;logement
I1ZXBDDCHA;evaluation de la mise en oeuvre d'une strategie d'innovation transversale efficiente dans le cadre de la preparation de la programmation 2021 2027 des fonds europeens dans les domaines agricoles  viticoles  forestiers et du developpement local ;emploi-insertion
K4IL1ITLNQ;evaluation et diffusion des resultats des appels a l'innovation sociale finances par le programme de l'union europeenne pour l'emploi et l'innovation sociale easi 2014 2020  ;social
HZWQ5JVQV8;liste de prestataires dans le domaine de l'evaluation en rapport avec les activites de la direction generale de la politique regionale et urbaine  unite b 2 <<evaluation et semestre europeen>>;urbanité-transports
4385SKXT9C;numero de la consultation : 2020m8 accompagnement pour l'elaboration de l'evaluation environnementale strategique ees et du plan climat air energie territorial pcaet de la communaute de;environnement
RNKRPJKKY6;habitat   paris terres d'envol 93evaluation de l'operation programmee d'amelioration de l'habitat 'copropriete degradee' jean perrin;logement
ZGFOOM5PJ4;realisation de l'evaluation environnementale du cpier massif central 2021 2027;environnement
DZIKH4E39C;evaluation des incidences sur l'utilisation des sols  le climat et la biodiversite des plans nationaux integres en matiere d'energie et de climat  ainsi que des strategies et plans d'action nationaux en matiere de biodiversite de l'ue et de ses    ;environnement
LNT7EVW7Q5;etude evaluative de la politique regionale amenagement du territoire  ;urbanité-transports
RAMF1TN9PI;bilan et evaluation de la gestion passee et elaboration du nouveau plan de gestion du site  ile dumet    commune de piriac sur mer loire atlantique;environnement
1OW9WCB579;evaluation de l'impact de cinq projets d'education par le sport et duplication des bonnes pratiques aupres d'autres structures;éducation-recherche
Z3B5194AKP;assistance a maitrise d'ouvrage concernant le suivi  l'animation et evaluation de la convention anru et ordonnancement  pilotage et coordination du projet de renouvellement urbain ;urbanité-transports
BZYEVIG30E;realisation d'une evaluation des dispositifs de services civiques d'aide au developpement scad;social
LHPUVK86X5;appui a l'evaluation d'amenagements temporaires pour le soutien au developpement des modes actifs;urbanité-transports
JLHZ2I8RLI;numero de la consultation : 2020 023 evaluation de 2 programmes d'amelioration de l'habitat et etude pre operationnelle sur la capso;logement
CDYQJH8F1X;realisation d'une etude relative a l'evaluation d'impact social et satisfaction des volontaires;social
J1KLQO8LF7;realisation d'une etude evaluative et technique des schemas d'amenagement et de gestion des eaux sage;environnement
G98UHG9JPF;suivi et evaluation  sur la base d'indicateurs  des initiatives politiques de l'ue dans le cadre des objectifs de developpement durable des nations unies  ;environnement
YN6GA3VPDJ;evaluation environnementale strategique du programme operationnel regional feder fse occitanie 2021 2027;environnement
RT0Y40MOO1;evaluation prospective de la charte partenariale normande des poles de sante liberaux et ambulatoires strategie regionale;santé
52KDSZPP4M;2019 074   mission de suivi animation et d'evaluation d'une operation programmee d'amelioration de l'habitat et de renouvellement urbain opah ru sur la commune de vernon ;logement
6ZG3VZIJSQ;realisation d'une evaluation environnementale relative au projet de construction du centre aquatique intercommunal de saint pierre en auge 14 repondant a l'arrete de la dreal;environnement
XXAEZY4A5F;realisation d'une evaluation environnementale strategique ees relative au futur programme interreg vi rhin superieur 2021 2027;environnement
S1T9GRKTAQ;evaluation du plan de gestion 2015 2019 de la reserve naturelle marine de cerbere banyuls;environnement
XJRTAC09VG;actualisation des evaluations environnementales strategiques des programmes operationnels feder fse 2014 2020 de haute et basse normandie;environnement
3DO7OCKAS0;evaluation environnementale du projet de charte du parc naturel regional du vexin francais  marche de service en procedure adaptee;environnement
YHF93G1S8K;accompagnement de l'autorite de gestion dans la construction de son systeme de suivi et d'evaluation et production d'un guide pratique des indicateurs a destination de l'autorite de gestion;urbanité-transports
IAQ88YPYZU;evaluation strategique environnementale du programme operationnel feder fse+ 2021 2027 ;environnement
XF6RTPCYLA;realisation d'une evaluation diagnostic de la maison de la veille sociale du rhone;social
RSYA45SLFM;evaluation a posteriori des mesures de gestion de trafic sur a31 et a33 evaluation des mesures de regulation dynamique des vitesses  elaboration dindicateurs de congestion  actions de formation ;emploi-insertion
E9PID62F7U;etude de soutien pour l'evaluation du cadre strategique de l'ue sur la sante et la securite au travail 2014 2020  ;santé
ZLX6URJ5I7;evaluation finale projet d'ecsi education pour la vie!;éducation-recherche
10UIEHE5X6;accompagnement et appui du groupe de travail en charge de l'evaluation des plans nationaux sante environnement pnse pour la   ;santé
529POO6KA9;realisation de l'evaluation strategique environnementale du cper 2021 2027 centre val de loire et du cpier etat regions 2021 2027 loire;environnement
WENKG17Q4H;assistance a maitrise d'ouvrage   evaluation environnementale strategique dans le cadre du plan climat air energie territorial;environnement
UE95NXGT8L;accompagnement pour l'elaboration d'un plan climat air energie territorial et evaluation environnementale;environnement
MY0XOWOL77;evaluation environnementale strategique du programme operationnel feder fse+ en normandie 2021 2027;environnement
3D5MQMXO6L;marche public d'etudes et d'accompagnement pour l'elaboration de l'evaluation environnementale strategique ees et du plan climat air energie territorial pcaet de la communaute;environnement
R1PFRLXV7A;evaluation de l'impact du plan climat  une cop d'avance  sur le territoire de la region provence alpes cote d'azur;environnement
WXE99FT5FN;assistance a maitrise d'ouvrage amo : evaluation environnementale strategique des programmes feder fse+ et interreg oi 2021 2027  relevant de la region reunion;environnement
63RBTRZI45;consultant pour l'evaluation du programme d'activites 5 de la coalition eau et sur l'accompagnement;environnement
6RLRT9SUG9;amo pour la realisation de l'evaluation strategique environnementale du projet de programme operationnel feder fse 2021 2027 et redaction du rapport sur les incidences environnementales;environnement
BSLQU7TBTM;20s002   evaluation des actions pour 1 retour a une gestion quantitative equilibree de la ressource en eau sur le marais poitevin 85  ;environnement
CNHRSBD1AQ;realisation d'une evaluation du schema departemental des services d'aide aux familles de gironde;social
3ZA808BTX7;etude preliminaire pour l'evaluation environnementale des amenagements programmes dans le cadre de l'espace d'amenagements touristique eat de la pointe marin etude au cas par cas globale;urbanité-transports
GGW9P4FPDP;19fc17p: assistance a maitrise d'ouvrage pour la mise en place du plan d'evaluation et du dispositif de suivi du schema regional d'amenagement  de developpement durable et d'egalit;environnement
4RE1KN0KRN;realisation de l'evaluation environnementale strategique ees au sens de la directive 2001 42 ce du prochain programme feder fse de la region provence alpes cote d'azur;environnement
SPAM8ED5VA;2020 1 call for tenders 28 february 2020 consultancy services for an evaluation of the council of europe's work under the programme line prisons and police;justice-défense
BPUNJFMGBA;realisation d'une evaluation environnementale et strategique des contrats environnementaux du pays de gex;environnement
C85NX3L7WJ;realisation de l'evaluation strategique environnementale du contrat de plan etat region nouvelle aquitaine 2021 2027;environnement
QNW5258Q46;actualisation de l'evaluation environnementale du schema departemental des carrieres de la reunion modifie;environnement
M7ZXL272YS;affaire 20s0021   evaluation des dispositifs climaxion  soutien a l'efficacite energetique des procedes  et  renovation energetique des logements sociaux ;logement
DP4EAQ2HHY;etude d'evaluation strategique et environnementale du contrat plan etat region cper grand est 2021 2027 et du contrat de plan interregional etat region cpier massif des vosges 2021 2027;environnement
PB2G1BP488;evaluation environnementale du plan climat   air   energie territorial;environnement
FJMOS645BP;affaire 20s0006   evaluation des politiques publiques en matiere d'orientation  de formation professionnelle et d'emploi en lien avec la strategie regionale performance grand est rectificatif;emploi-insertion
IQ46UV7UE9;evaluation des effets des projets d'echanges scolaires et etwinning qui s'inscrivent dans le cadre de l'action cle 2 du programme erasmus + ' cooperation pour l'innovation et   ;éducation-recherche
NB1XTSWD9Z;evaluation  recueil de donnees quantitatives et qualitatives et traitement statistique de la mise en place de la teleassistance medicale en collecte tmc  ;santé
A6Y84CTDNJ;mission de suivi animation et d'evaluation de l'operation programmee d'amelioration de l'habitat de la communaute de communes bresse louhannaise intercom'  ;social
XL3YUWXCKW;departement de la gironde   projet de deplacements durables du nord bassin   etudes d'evaluation du projet de transport et elaboration des dossiers reglementaires   ref 1921;urbanité-transports
AHBNJNVG84;evaluation strategique environnementale du programme operationnel feder fse 2021 2027;environnement
Q3KCZ732CA;evaluations specifiques de projets dans le cadre de l'innovation en sante art 51 lfss   evaluation de l'experimentation 'paiement a l'episode de soins sur des prises en charge ch;santé
U74KWBJV9Y;diagnostic de la vulnerabilite du champ captant de rochefort face aux inondations du drac evaluation des dommages  impact economique  comparaison des scenarios d'amenagement;urbanité-transports
U6W8K8J2II;elaboration de l'etat initial de l'environnement et de l'evaluation environnementale du plui;environnement
D7NCHGA7C0;etude evaluation des contrats de bassin versant de l'erdre et elaboration de la strategie territoriale;emploi-insertion
TXBVP4LRQR;evaluation strategique environnementale po feder fse 2021 2027;environnement
SLO8A48MMC;assistance a maitrise d'ouvrage pour l'evaluation du dispositif de mediation sociale de proximite dans le quartier prioritaire de la politique de la ville monod baratin;social
H771ZE5NAM;evaluation des politiques de la ville et du renouvellement urbain sur le territoire de valenciennes metropole;urbanité-transports
PGQGD9HYGE;elaboration d'un plan climat air energie territorial pcaet et de son evaluation environnementale strategique ees;environnement
3N705NSHHU;animation du programme agroenvironnemental et climatique  hautes chaumes et piemont du forez  : evaluation des plans de gestion pastoraux et zones humides;environnement
9ABVGK5O6U;evaluation environnementale strategique du programme operationnel regional 2021 2027;environnement
R721RBJ09A;realisation d'evaluations environnementales pour 9 zonages d'assainissement des eaux usees ou d'assainissement des eaux pluviales;environnement
8EM58ORF0P;assistance a maitrise d'ouvrage pour l'evaluation environnementale strategique du projet strategique du gpmb;environnement
XHOBMR7EKC;realisation de l'evaluation environnementale et redaction des rapports environnementaux du plan de gestion des risques lies aux inondations  du sdage et de son programme de mesure;environnement
PNWDCLAIP2;evaluation portant sur le volet urbain des po fse feder bourgogne franche comte massif du jura 2014 2020;urbanité-transports
XSUK1RV4R4;l'objectif de l'etude est d'evaluer la politique regionale de la creation d'entreprise issue de la recherche ;fiscalité-économie
1AUFPLM3YC;evaluation de la maturite numerique des pme de la nouvelle aquitaine et recommandations pour l'elaboration d'une politique regionale de la transformation numerique des entreprises;fiscalité-économie
TTIF6TLT7X;realisation d'une evaluation des actions d'education therapeutique pour les malades atteints de maladies neurodegeneratives dans le cadre du plan maladies neurodegeneratives 2014 2019;santé
VWQ3LW8PNW;appui au developpement de demarches d'experimentation et d'innovation inclusive  d'evaluation  de concertation et d'analyse pour le compte du ministere du travail;emploi-insertion
1B827O29EB;suivi evaluation des projets de solidarite et cooperation internationale pour l eau et l assainissement finances par le fonds de solidarite internationale pour l'eau;environnement
LXPMT2T2YF;l'objectif de l'etude est d'evaluer le plan pluriannuel d'equipement des lycees de la region bourgogne franche comte ;éducation-recherche
UEFH1EY9CX;accompagnement et appui du groupe de travail en charge de l'evaluation du service sanitaire des etudiants en sante pour sa premiere phase ;éducation-recherche
SA7WKOTJ43;evaluation environnementale strategique du plan climat air energie territorial de la communaute de communes de pont audemer val de risle;environnement
M7CIT93J7M;evaluation des creches a vocation d'insertion professionnelle avip: operationnalite du dispositif et effets sur les beneficiaires  ;emploi-insertion
A1JKQOVSAK;evaluation de 3 projets finances au titre du fonds d'intervention regional en bourgogne franche comte;fiscalité-économie
RL6V4ZA2A1;mission d'evaluation des dispositifs d'aides aux comites sportifs et aux clubs de niveau national;social
5S55CX18BD;appui technique pour des missions de capitalisation  de communication et d'evaluation d'un projet de prevention et de gestion des risques lies au changement climatique;environnement
HPIBJYKGIZ;revision du plan local d'urbanisme avec evaluation environnementale;environnement
LXUZ8DWTSS;redaction et evaluation environnementale strategique du plan territorial de la foret et du bois a saint pierre et miquelon;environnement
VRR1EEPKA6;mission d'evaluation du programme d'interet general pig de resorption de l'habitat indigne dans le departement du doubs;logement
7XZ6XIBT3A;etude d'evaluation des contrats territoriaux 2016 2020 et de programmation 2021 2026   bassins versants de rochereau  angle guignard  et bultiere ;environnement
L866FKZF23;evaluations strategiques environnementales prealables aux programmes europeens 2021 2027 : feder fse bourgogne franche comte et pcte interreg france   suisse;environnement
6M8LMK5SL0;mission d'evaluation environnementale et redaction sdage et pgri;environnement
QPY7PICGG0;mission d'assistance a l'elaboration du plan climat air energie territoire et a la realisation de son evaluation environnementale strategique;environnement
47XEJWMTUZ;evaluation de l'accord cadre national relatif a l'engagement de developpement de l'emploi et des competences : edec   commerce;emploi-insertion
CQ8BA9SG1U;evaluation environnementale des sdage et pgri;environnement
YI5PEYUABC;evaluation finale projet d'education a la citoyennete et a la solidarite internationale odd & migrations france  avec une dimension europeenne;éducation-recherche
XMIF9W22UE;activite de capitalisation de bonnes pratiques pour le controle et l'evaluation des resultats des projets d'actions innovatrices urbaines aiu  ;urbanité-transports
O4AUT8U3EL;mise en oeuvre des evaluations specifiques de projets dans le cadre de l'innovation en sante art 51 lfss   evaluation de l'   ;santé
5CJWRUX668;mission d'evaluation de la gestion urbaine et sociale de proximite  bilan et accompagnement a l'elaboration de conventions;social
