"id_unique";"objet"
"JKXNIH8Q0H";"suivi de la nidification du gravelot a collier interrompu   saisons 2023 et 2024  evaluation de l'atteinte de la finalite relative au gravelot a collier interrompu en periode de reproduction et p"
"Y3HE09EVZN";"evaluation environnementale et evaluation des incidences natura 2000 pour les procedures d'urbanisme des communes de nice cote d'azur"
"SL1HU970F0";"evaluation de mise en oeuvre du fonds social europeen fse dans le cadre du programme operationnel feder fse de la region provence alpes cote d'azur a marseille"
"TD8RIMN9FS";"evaluation du systeme de suivi et de la fiabilite de la collecte des donnees en vue de la cloture du programme operationnel regional feder fse iej"
"NVS7GCU3KE";"assistance a maitrise d'ouvrage pour l'evaluation du contrat de ville "
"0UNDXQTYGT";"evaluation des programmes operationnels de l'habitat prive  avec redaction de preconisations et aide au deploiement pour la collectivite europeenne d'alsace cea"
"GAGBKBLQBW";"amo pour l'evaluation a mi parcours du contrat de ville de clermont auvergne metropole"
"GTGE5WFLDV";"etude de structure et evaluation de la capacite portante de 2 ouvrages de franchissement  permettant l'acces a la station de traitement des eaux usees de clarensac"
"VDZI8HYR46";"21s013 evaluation de la politique d'intervention de l'agence de l'eau loire bretagne en faveur de la reduction des pollutions par les pesticides"
"QDO72Q62SQ";"mission de programmation et d'evaluation a dunkerque"
"LIOF8ABMLS";"enquete evaluative sur les rendez vous des droits des caisses d'allocations familiales a paris"
"FBD9YECF0B";"evaluation environnementale du volet mobilites 2023 2027 du contrat de plan etat region 2021 2027 cper en bretagne"
"SP819YSCJG";"etude d'evaluation et de perspectives d'evolutions des sage a l'echelle des bv aude  berre et corbieres maritimes"
"MU6CCVX6RT";"rd6 amenagement de l'itineraire st pourcain vichy : evaluation environnementale   dossiers reglementaires"
"59IVWVJ9D1";"le marche a pour objet l'evaluation et l'analyses de fiches de donnees toxicologiques par des experts "
"B790XCOHP5";"realisation d'une analyse de faisabilite des conditions d'accompagnement identifiees par l'evaluation nationale de l'experimentation accompagnement a l'autonomie en sante"
"MUJKF3FL5V";"donnees necessaires au calcul des parites de pouvoir d'achat pour la construction par l'evaluation de devis detailles de constructions"
"4QM8FNCYRD";"evaluation environnementale strategique du programme operationnel regional 2021 2027"
"BEH0QM268B";"realisation du suivi animation et de l'evaluation d'une opah associee a un dispositif de soutien technique  animation de la plateforme de renovation energetique a auxerre "
"7JSBJ7G1QG";"etude et accompagnement du departement de lot et garonne dans l optimisation du processus d evaluation des informations preoccupantes et de son articulation avec les professionnels des cms et les p  "
"GUWHUPTFMZ";"actualisation du diagnostic environnemental sur le nouveau perimetre du scot du grand rovaltain et evaluation environnementale des effets du scot depuis son approbation"
"HYYLXQPD7N";"prestations de coordination  gestion administrative  suivi et evaluation du projet poctefa ttfss   efa 218 16"
"T6UL9X5P6V";"realisation d'une etude d'evaluation de l'impact economique  social et environnemental des championnats du monde de ski alpin   courchevel meribel 2023 pour le compte du ministere charg"
"RE33LK08TS";"evaluation des missions relevant des missions d'interet general et d'aides a la contractualisation des etablissements de sante financees par l'ars de martinique au titre du fond d'"
"1UYBPJ1MJV";"mission d'assistance a maitrise d'ouvrage pour l'evaluation du programme du construction du pole de loisirs et de services du center parcs de lot et garonne"
"EA28PG72P3";"evaluation de la mise en oeuvre de l'accord cadre de partenariat pour l'insertion sociale et professionnelle des jeunes sous main de justice "
"6DOHOF8HVC";"marche elaboration du plan climat air energie territorial pcaet et realisation de l'evaluation environnementale strategique ees "
"HYJODBS3JD";"evaluation de la loi du 11 fevrier 2016 relative a la lutte contre le gaspillage alimentaire et du decret d application du 28 decembre 2016 en france metropolitaine hors corse"
"CWTTCBK57R";"mission d'assistance a l'elaboration d'un plan climat air energie territorial pcaet et d'une evaluation environnementale strategique ees"
"REAIB0LUMK";"mission d'evaluation de la vegetation creant un dysfonctionnement sur la gestion du golf de l'esterel 18 trous et du golf academie 9 trous"
"5EF735UK9W";"assistance a l'evaluation et l'elaboration du projet regional de sante de la martinique prs3"
"NI0LXMTM0J";"mission d'evaluation du schema departemental de developpement touristique de lot et garonne"
"YFGWRPCF9A";"evaluation environnementale du schema regional des carrieres grand est"
"HNI9D62ZND";"evaluation de l'opah du sud artois et pre configuration d'une nouvelle opah"
"PEOC9OXEP3";"evaluation des mesures agroenvironnementales et climatiques maec mises en oeuvre sur le territoire du pnr du haut jura"
"BE6GWHN73N";"elaboration de l'evaluation socio economique pour la poursuite du developpement du campus condorcet sur le site d'aubervilliers"
"UH04H5J0XG";"realisation de l'evaluation strategique environnementale du contrat de plan etat region bourgogne franche comte 2021 2027"
"KHHJYBZBR7";"realisation de l'evaluation et du bilan diagnostic final du programme local de l'habitat 2016 2021 de la carene"
"EDI9SC80TQ";"realisation d'une evaluation environnementale ese prealable a la signature du cper pour la bretagne pour la periode 2021 2027"
"YOLDWT1F31";"etude relative a l'evaluation environnementale des sage isle dronne et dordogne amont"
"HN2TJHZ4WC";"evaluation de la cooperation entre le departement de la seine maritime et la region d'el kef en tunisie sur la periode 2014 a 2016"
"N1NE175OE0";"mission d'appui a l'elaboration du plan climat air energie territorial pcaet de la cceppg et de son evaluation environnementale strategique ees"
"8A8LKAXXGV";"evaluation du plan de protection de l'atmosphere ppa pour les departements normands de seine maritime et eure"
"PEPD2VHKW9";"etude d'evaluation du potentiel reut du territoire communautaire"
"KCBGVIDUDZ";"evaluation ex post de la strategie  bien etre animal  2016 2020  s'agissant d'une etude  il n'y a pas de lieu d'execution particulier  les copil se derouleront a paris "
"C0LRQ2ULZX";"evaluation du programme de residence de la villa kujoyama"
"24P8VFI9OH";"evaluation  mise a l'abri et orientation des mineurs non accompagnes "
"BLITLXWVT5";"la consultation a pour objet la passation d'un marche pour la realisation de l'evaluation strategique environnementale et la mise en place d'un dispositif de participation citoyenne dan"
"UYFLDPW1CR";"marche d'assistance technique  financiere et administrative a la ville de paris dans le cadre du reseau eif fel evaluation information formation   francais en liens"
"MEYMIPS7VK";"evaluation des operations programmees damelioration de lhabitat"
"EDHAIF0ZR4";"evaluation des programmes nationaux et programmes d'actions regionaux de la cog at mp 2023 2027"
"KBDH049AOT";"affretement d'un navire scientifique pour la realisation de campagnes d'evaluation par video sous marine du stock de langoustine du golfe de gascogne"
"EHLRJWGC1F";"marche pour l'elaboration du plan local d'urbanisme intercommunal plui de la touraine val de vienne   realisation du dossier complet du plui avec evaluation environnementale"
"22OV5VZH4A";"affaire 23s0064 evaluation de la politique  jeunesse   comprenant 3 volets : dispositifs  logement    entreprenariat  et  mobilite   pour la periode 2018 2022"
"CD401VZPHN";"evaluation de la mas"
"0UYR571KEI";"evaluation d une campagne d information et de promotion de la pintade cofinancee par l union europeenne"
"3WH1K5MZUA";"evaluation de la mobilite des sediments lors des eclusees hydroelectriques sur des cours d'eau du bassin rhone mediterranee"
"BZPLAKAZN3";"evaluation environnementale strategique du plan climat air energie territorial   relance apres declaration sans suite"
"THDW0W3T2V";"mission d'assistance dans le cadre des travaux de la commission locale d'evaluation des charges transferees et l'elaboration d'un pacte financier et fiscal de solidarite"
"MRX9IOW8AA";"evaluation d'impact  infrastructures  usages et mutualisation du programme operationnel feder fse centre val de loire"
"ZLDNB6V3V9";"mission de realisation d'une evaluation environnementale et de suivi sur le secteur antony pole a antony"
"98PXZDO5OZ";"evaluation d'experimentations territoriales financees par le fpspp a destination des demandeurs d'emploi"
"68Z7IM3S5R";"evaluation environnementale projet monet nord pour le chm"
"S08NVGNL9I";"appui organisation formations et evaluation dispositif etp de la msa  formation des equipes educatives a l'etp et au programme d'education therapeutique des patients atteints de polypatholog"
"UJ6HD7ISSW";"missions d'assistance a maitrise d'ouvrage amo pour elaboration du pcaet  accompagnement a une labellisation climat air energie  realisation de l'evaluation environnementale strategie du pcaet"
"RY7GNFRRQ4";"realisation d'une mission d'evaluation de l'impact de l'aide au permis de conduire de la region boourgogne franche comte"
"028973HO3B";"mission d'evaluation de l'experimentation 'territoires zero non recours'"
"DY5AVI03FO";"prestations d'evaluation environnementale des dispositifs medicaux au profit du ght alliance de gironde"
"Y7LOWJRDYP";"elaboration de l'evaluation environnementale du plui d de perpignan mediterranee metropole communaute urbaine"
"1NGBOQNFU0";"creation d'un musee communautaire a sedan   evaluation et developpement du concept   etude de faisabilite et de definition  "
"5H5Y5STAQ9";"realisation d'un plu intercommunal dont evaluation environnementale et etude agricole  fourniture du plui en version informatique reglementaire  au profit de la cc aubrac laguiole  a laguiole"
"AH59HFGGY2";"evaluation du programme d'interet general pig multithematique   avril 2019   avril 2024   preconisations du futur dispositif a prevoir"
"LLNCYYUY9G";"actualisations de l'evaluation environnementale du plui"
"G48UK6XCAL";"evolution de la ligne t3   missions d'expert qualifie agree eoqa  de controle technique ct et d'evaluation independante isa"
"SDCI35XR8X";"elaboration du plan de prevention et de gestion des dechets issus des chantiers du batiments et des travaux publics du bassin economique lyonnais et de son evaluation environnementale a lyon"
"QZ13243NJL";"evaluation des projets et candidatures scientifiques deposes dans le cadre des projets investissements d'avenir portes par l'universite de bordeaux"
"S1K8LN91NV";"evaluation des voies reservees aux transports collectifs vrtc  vr2+"
"5NW4J947Z4";"evaluation de la communication externe et interne du departement de la haute savoie  elaboration d'un nouveau plan de communication et accompagnement"
"E2REG3YE6F";"evaluation quantitative et qualitative du scot de la cinor"
"5846QRVLJ7";"evaluation environnementale du plu et d'un projet de parc d'activites sur le stade jules rimet commune de sussargues"
"HA0ACURINX";"evaluation d'une experimentation de prise en charge des therapies non medicamenteuses pour"
"WWLVFAQ8AL";"evaluation actuarielle des engagements de retraite et avantages similaires pour la cci paris ile de france "
"OK7D5KE50V";"prestations d'evaluation reglementaire des dispositifs d'autosurveillance des systemes d'assainissement collectif de la casa"
"LGKPDZBRCR";"evaluation environnementale du scot de la cara"
"BHK7H6Z6KB";"evaluation pharmacologique d'un nouvel agent chelatant radioemissif bioconjugue a un anticorps therapeutique  dans un modele tumoral"
"C5AK7MPDFS";"evaluation environnementale et etudes ecologiques enjeux faune   flore   zone humide   longueil ii  "
"4MV759P3YG";"evaluation du potentiel d'effacement dans l'industrie et le tertiaire en france metropolitaine a paris"
"K4J0IRQKF4";"accompagnement pour l'evaluation des flux de gaz a effet de serre dans le cadre du programme life climat tourbieres du jura"
"D3LWFF60ZV";"22s050 evaluation de la coherence globale du 11e programme de l'agence de l'eau loire bretagne et de son volet littoral"
"OA09O660XH";"evaluation d'impact axe 5   la solidarite avec les quartiers urbains les plus defavorises"
"N3WJ1E1YMY";"realisation d'une prestation d'evaluation du dispositif de l'aide financiere versee par la region bretagne aux stagiaires de dispositifs de formation professionnelle "
"AD78P5K30R";"evaluation de la dotation de la france au fonds africains de developpelement fad 12 13  a paris"
"5DBBO1MJI1";"assistance a maitrise d'ouvrage pour la realisation d'un dossier d'evaluation environnementale pour un projet de voie verte entre crancey et nogent sur seine  "
"QJNTZKYQVY";"etude evaluative du dispositif d'intermediation financiere if des pensions alimentaires dans le cadre de l'offre d'accompagnement des separations par les caf"
"KW20CAZBAQ";"mission d'assistance a l'animation  suivi et evaluation du plan climat air energie territorial pcaet de la carl"
"4NJ8VIRS51";"base navale de toulon   evaluation de l'integrite de la grue 02 b"
"Q0P5TC3CAL";"assistance a l'elaboration du pcaet commun et des deux pcaet specifiques a la capg et a la cacpl  realisation de leur evaluation environnementale et labellisation cit'ergie des pcaet specifiques"
"G1MUIZI09T";"evaluation environnementale projet monet nord pour le chm"
"F4MKCA234Y";"mission de conception d'un outil automatise et partage d'observation  d'evaluation et d'aide a la decision "
"Z62B7PG1X9";"prestations de services   prestations d'evaluation pour le recrutement pour la caf77 "
"O880MD2QM6";"marche relatif a l'evaluation de la maitrise de la fonction des directeurs de la branche vieillesse du regime generale"
"XRPK76UXUS";"le present marche porte sur la premiere phase de la revision du schema de coherence territoriale du scot du pays du cotentin  incluant l'evaluation du scot approuve  l'actualisation du diagnostic et d"
"1UC3QKCJIY";"appui a la realisation du programme d'evaluation de la politique regionale de formation professionnelle  d'apprentissage et de formation sanitaire et sociale"
"GJHPJG1E42";"action d'evaluation prealable a un accompagnement a la creation d'entreprises epace en faveur des beneficiaires du revenu de solidarite active rsa"
"BIQ8Q9S6C5";"organisation des seminaires d'evaluation des projets de recherche"
"ZNYDAB6TDC";"accompagnement methodologique pour l'actualisation  mise en oeuvre  suivi et evaluation environnementale strategique du plan climat air energie territorial pcaet de la communaute urbaine dunker"
"LOJCJ4CX1N";"mission de suivi animation pour la mise en oeuvre et l'evaluation du programme d'interet general du pays de puisaye forterre val d'yonne"
"4FAHCMC5RU";"realisation d'une evaluation de la convention 'bien vieillir  territoires et solidarite entre les ages' afin de pouvoir definir des propositions d'evolution dans le contexte de la"
"U6V1YXVGBM";"evaluation par la methode du testing des discriminations a l'embauche"
"1I336TK6EI";"mission d'evaluation des instituts de recherche technologique irt"
"1YMOZ01LC0";"appui a l'animation  l'evaluation et la valorisation du reseau regional des acteurs de l'ecologie industrielle territoriale de provence alpes cote d'azur"
"W1VJS66SYB";"realisation d'une enquete pour l'evaluation des stocks de cereales et de l'autoconsommation a la ferme"
"O4XRZ70HEC";"mission d'assistance a maitrise d'ouvrage evaluation de l'efficience du service public  pour saint brieuc armor agglomeration et ville de saint brieuc"
"E4B108QJNH";"etudes  inventaires des milieux naturels  sur un cycle annuel prealables a evaluation environnementale   projet de reconnexion de la saane a la mer"
"UZVAR80KV5";"suivi et evaluation du projet   nouveau programme national de renouvellement urbain d'ales "
"K52M7O2O4Q";"analyse et evaluation de l'organisation de la direction enfance education reussite educative"
"L660974R7C";"evaluation et restructuration de la direction des ressources humaines"
"YSX4GIVH1Q";"evaluation des politiques du departement des hauts de seine au regard des 17 objectifs de developpement durable et construction d'un agenda 2030"
"97A2MRKAZR";"projet territorial de la basse vallee de la saanemarche d'evaluation environnementale"
"K5HIZLWUTC";"gestion du dispositif de mise a l'abri  d'evaluation et d'orientation"
"QKRFFJK8UO";"realisation d'une evaluation du dispositif carte avantages jeunes de la region bourgogne franche comte"
"IDJUT51WWR";"accord cadre a bons de commande mono attributaire de prestations de formation au referentiel national d'evaluation participative en protection de l'enfance"
"7DRHEC4QU5";"evaluation d'impact axe 4   la transition vers une economie a faible teneur en carbone du programme operationnel feder fse centre val de loire"
"EIDVL1K1OA";"referentiel d'evaluation d'actions mises en oeuvre dans le cadre du plan economie resiliente sociale et solidaire du pacte vert"
"XADKCD9I9O";"realisation d'etudes qualitatives  quantitatives  de conception d'intervention et d'evaluation d'impact aupres de differents publics dans le domaine de la sante  et suivi de terrai"
"DL8DU5N1IV";"accompagnement pour l'evaluation du schema departemental de la cohesion sociale et de l'insertion et a la mise en place du pacte territorial d'insertion et d'inclusion sociale"
"6I3I1EACOS";"recherche evaluation sur l'efficacite du cjpp"
"UUYPGG8UHX";"recherche sur la sante mentale des detenus  prevalence des troubles mentaux  evaluation lors de l'incarceration et evolution au cours de la detention "
"CRR6AKFFQV";"bilan  evaluation et revision du programme local de l'habitat sur le territoire de valenciennes metropole"
"PC7EKCOI8E";"enquete aupres de parents de jeunes enfants dans le cadre de l'evaluation de l'investissement social dans l'accueil du jeune enfant isaje"
"U2CVGJSAUM";"etude prealable a l'epandage des boues de la station d'epuration de bourg en bresse et evaluation environnementale"
"409NUSZM51";"mission d'evaluation de plans de sauvegarde sur des coproprietes privees pour la commune de sevran"
"ZPG7453GYF";"accord cadre de prestations de conception  d'organisation et de production de seminaires d'evaluation des projets de recherche"
"WBY8ORXAKF";"marches de services d'insertion professionnelle aupres des demandeurs d'emploi de la region grand est  evaluation par simulation prealable au recrutement  espr"
"KOEVYU60VF";"evaluation de la politique de lutte contre la radicalisation mise en oeuvre par l'administration penitentiaire"
"L0XSI63SD7";"evaluation et regulation de la charge de travail"
"Y7GEAS11MG";"prestations d'evaluation du schema regional de sante 2018 2023 et du programme regional d'acces aux soins des personnes les plus demunies 2018 2023 du projet regional de sante de bfc "
"0G7GRP8FC5";"evaluation environnementale et appui a la definition des choix du sepal dans le cadre de la revision du schema de coherence territoriale scot de l'agglomeration lyonnaise"
"MM1IXN52Y1";"mission d'assistance a maitrise d'ouvrage amo sur l'apport methodologique a la demarche d'evaluation des projets territoires d'innovation : 'territoires de sante de de"
"3O509600N2";"mission d'evaluation de la cite educative de la ville de bastia pour la periode scolaire 2023   2024"
"MUVX97HPD2";"realisation de l'evaluation finale du contrat de ville de l'agglomeration nazairienne 2015 2022"
"ARQ0PDD93J";"evaluation du peuplement piscicole et halieutique de la zone d'immersion de machu 2016 2020"
"2N6N9JBBNM";"evaluation des demandes d'agrement initial et des renouvellements d'agrement des assistants maternels"
"58WSYU15XN";"evaluation des experimentations ouvertes aux entreprises adaptees"
"6ZRE5P2UB5";"realisation d'une evaluation de la prise en compte de l'urgence ecologique dans l'offre de service du cnfpt"
"WWZCHSZ0EF";"mission d'evaluation du potentiel solaire et de vegetalisation des toitures sur le perimetre de la communaute d'agglomeration d'annecy"
"KXLMIMLTNN";"evaluation de l'experimentation d'agrement au titre de la remuneration du dispositif de formation linguistique"
"7ICORUNB6M";"realisation de l'etude de l'evaluation environnementale du plan local d'urbanisme intercommunal et etude pour la realisation d'un plan global de deplacements intercommunal a compiegne"
"GN6HNRG6LE";"action d'evaluation en direction des travailleurs non salaries dans le dispositif rsa"
"TZPJ9Q3J05";"prestation d'evaluation du sessad mes be gere par l'etablissement public medico educatif du roussillon a perpignan "
"6GPZXID33L";"plateforme linguistique d'information  d'evaluation et d'orientation des publics du plie plie o"
"Y7DBB93N86";"evaluation des projets scientifiques deposes dans le cadre de l'appel a candidatures 'financement des contrats doctoraux'"
"JBXWQ6I9GM";"004 16 evaluation de potentiels des cadres dirigeants"
"K6Z7MIJ24V";"realisation d'etudes d'opinion et d'evaluation des actions de communication au profit du departement de la gironde"
"5O8YPAGYPK";"revision de la charte 2011 2026 du parc naturel regional du haut jura evaluation de la charte  diagnostic du territoire et definition des enjeuxanimation de la concertation sur le territoire du parc"
"RT38K2Q4GB";"marche public relatif a l'evaluation de l'experimentation 2021 2023 de  lits halte soins sante pediatriques "
"Y60CD7JLJ4";"elaboration du plan climat air energie pcaet   evaluation environnementale strategique du pcaet ees   realisation du bilan des emissions de gaz a effet de serre beges"
"7A0GNESXKG";"marche sans publicite et sans mise en concurrence de recherche & developpement partages relative l'evaluation de l'alea recul de falaise et chute de bloc sur le territoire de la mr"
"S9WGVLFEUX";"prestation concernant l'evaluation du centre de soins d'accompagnement et de prevention en addictologie"
"0OSQHH470A";"accompagnement methodologique en vue de l'evaluation du manque a gagner au regime des salaries agricoles sur le champ du travail dissimule"
"ESMNZY05WS";"evaluation du dispositif fab lab a l'ecole   les usages"
"6ZO62DOK2L";"mission d'evaluation de l'operation programmee d'amelioration de l'habitat et renouvellement urbain opah ru 2019 2024"
"HIZGBPOCK1";"marche de services portant sur des prestations d'evaluation et d'etudes pour le compte de pole emploi"
"BRDEBOUPBK";"evaluation du dispositif fab lab a l'ecole   les usages"
"AEHWX31H06";"etudes d'etat initial de l'environnement et d'evaluation environnementale de la revision no2 du schema de coherence territoriale scot"
"LTYZIIT0IO";"evaluation strategique de la 'contribution de la france a l'organisation internationale de la francophonie 2010 2015' a paris"
"YSJ3QW0J04";"evaluation de la politique 'trame verte' de la region bourgogne franche comte"
"LYDSY0IMF4";"evaluation et accompagnement pour la mise en place de l'organisation du pole culture"
"0JZNEZQPPE";"realisation d'une etude d'evaluation de l'impact economique et social du perimetre d'intervention du cnc de 2012 a 2021"
"63FFLDJCAY";"mission d'assistance dans le cadre des travaux de la commission locale d'evaluation des charges transferees et l'elaboration d'un pacte financier et fiscal de solidarite a chatou"
"PAIY1AIWX9";"dal dah 2023 06 mission d'evaluation du secteur social et medico social csapa"
"6Z2J7E1IAH";"evaluation multicritere permettant de mesurer les impacts de la politique d'insertion liee a l'activite economique "
"96D8K5BIQX";"mission d'accompagnement a l'evaluation de la mise en oeuvre de la charte du parc national du mercantour"
"41DJOZK1XX";"prestations de veille et d'analyse des retombees mediatiques des travaux de la direction de la recherche  des etudes  de l'evaluation et des statistiques drees"
"IWKD14O4WP";"realisation de l'etat initial de l'environnement et d'une evaluation environnementale"
"4ZZXCXLLRI";"evaluation environnementale strategique du programme d'actions de prevention des inondations papi du bassin versant de la moselle aval"
"OUIKEOK2RS";"assistance a l'evaluation et l'elaboration du projet regional de sante de la martinique prs3"
"5N2Q085IJT";"elaboration d'une nouvelle methodologie d'evaluation du bilan annuel d'attractivite et prestations associees"
"R8JBWZOBOP";"service contract for monitoring  evaluation and learning advisory qarib program no  maomd1267 and maomd1269"
"NCLLSDEVQE";"prestation d'evaluation de conformite atex iecex"
"DH04M4LPHG";"mission d'amo pour l'accompagnement et la redaction des rapports annuels et d'evaluation de la taxation differenciee dans le cadre de la mise en oeuvre de l'octroi de mer par la ct"
"LA2ESMDEV2";"evaluation environnementale du npnru des quartiers du vieux saint ouen et de cordon la motte taupin a saint ouen sur seine"
"OA5SKFLK3M";"accord cadre multi attributaires a marches subsequents pour la realisation de missions d'evaluation des politiques publiques entrant dans le champ des fonctions devolues a la communaute d'agglomeratio"
"RKLGHZZ8JR";"prestation d'evaluation environnementale dans le cadre de la construction du ch de eu"
"2MN932Q0VA";"evaluation socio economique de services de logistique autonome et geofencing dynamique "
"CQVN4BDIC9";"le present marche a pour objet l'evaluation des effets de l'accord national inter professionnel de decembre 2013 sur les negociations de branches professionnelles "
"XTCIN0VQC6";"la prestation se deroulera en deux phases :  evaluation de l'accompagnement des beneficiaires de cas2e  construction de recommandations pour l'amelioration ou la reorientation du disposi"
"WEIGS5AKCV";"accueil  evaluation  orientation et accompagnement intensif des beneficiaires du rsa au titre de la garantie d'activite"
"4EUDZCJLT2";"evaluation du programme d'interet general  precarite energetique et habitat indigne  2020   2024 "
"4YYRGEN11O";"elaboration du plan local d'urbanisme intercommunal tenant lieu de programme local de l'habitat et comprenant une evaluation environnementale"
"P47X6CNIQS";"evaluation de la biocompatibilite d'une mousse d'origine naturelle destine a l'embolisation des vaisseaux "
"R0MOZPVMJF";"le present marche a pour objet d'effectuer une evaluation retrospective du partenariat de la france avec le fonds international de developpement agricole fida "
"7ESGZQLGI5";"mission d'etude et d'assistance pour l'elaboration  la mise en oeuvre  le suivi et l'evaluation du 3eme programme local de l'habitat communautaire"
"LMFGBKNN02";"referencement d'un organisme habilite a realiser l'evaluation des essms du ght rouen coeur de seine"
"A3WZ6QKTCW";"evaluation du plan regional sante environnement hauts de france 2017 2021 ainsi que l'accompagnement a l'elaboration du quatrieme plan regional sante environnement hauts de france prse 4 "
"DTKGCUTA35";"bilan volet milieux aquatiques contrat 2012 16 pour completer reflexion gle evaluation du ctbv actuellement conduite an parallele par le sibvs etude prealable second volet 2018 22"
"UXGVMJKLPU";"actuariat visale: mission d'evaluation des provisions et previsions pour le dispositif visale"
"C4HCTBO1ZH";"evaluation de la politique de soutien aux plateformes de recherche"
"CHSPKOGZY7";"prestations d'actualisation de l'evaluation environnementale dans le cadre de la procedure de modification du sraddet"
"LU4IRHBYX8";"evaluation de l'application du decret no2016 1137 relatif a l'indication de l'origine du lait et du lait et des viandes utilises en tant qu'ingredients "
"4SCG0EI1SR";"realisation du plui et son evaluation environnementale"
"CKZI080FYJ";"actualisation de l'evaluation environnementale strategique du cper 2021 2027 centre val de loire par l'integration du volet mobilite  lieu d'execution : region centre val de loire"
"FHRQCEOMG6";"connaissance des coproprietes et evaluation des moyens d'intervention a mettre en oeuvre pour le traitement des plus fragiles"
"Z9WB6VUDO9";"evaluation de la phase pilote du deploiement du dispositif d'insertion par l'activite economique en milieu penitentiaire en france metropolitaine  corse et reunion"
"I906GC23SB";"evaluation de l'etat de conservation des populations de rapaces forestiers sur le quadrat temoin 'alleyras' sur le site natura 2000  haut val d'allier no fr 8312002 "
"U0AT168ADI";"la present marche porte sur la mise en oeuvre d'un dispositif evaluatif de la mae i shp en zone de montagne rhone alpes"
"0UEF8UO7S4";"mission d'assistance a la communaute d'agglomeration carpf dans le cadre de la fusion extension au 01 01 16 : evaluation des transferts de charges pour l'extension a 17 communes de seine et marne "
"G1ZWIDUK95";"evaluation des impacts de la generalisation du teletravail a l'ars auvergne rhone alpes"
"7959Z1VUGU";"le present marche a pour objet l'evaluation du dispositif de 'subvention pour la mise en valeur des fonds et de la creation editoriale en librairie' val marche etude"
"MYL7MNM8YO";"prestation d'evaluation de l'activite des services de l'idefhi"
"SS8P04P28G";"evaluation de l'opah en cours  un diagnostic prealable et une etude pre operationnelle en faveur de l'amelioration de l'habitat prive"
"MMNLXIXNKD";"etude evaluative du dispositif d'intermediation financiere if des pensions alimentaires dans le cadre de l'offre d'accompagnement des separations par les caf"
"8KZGS8DLRM";"evaluation de l'experimentation  accompagnement de personnes en situation de grande marginalite dans le cadre d'un lieu de vie innovant a dimension collective "
"LRK3VLKX57";"21pi14 prestations d'assistance a maitrise d'ouvrage dans le cadre d'une mesure d'impacts et evaluation qualitative du contrat de ville metropolitain relance suite a declaration sa"
"M1EBUVXIAT";"realisation de prestations d'evaluation "
"JEHYYZ0Q0F";"evaluation environnementale du 7eme programme d'actions regional"
"RZCA2HKQZE";"realisation de l'evaluation environnementale strategique du plan climat energie territorial de la cda de la rochelle"
"SYO7UIVXR1";"mission d'etude portant sur l'evaluation environnementale du schema de coherence territoriale  le syndicat mixte de l'agglomeration tourangelle smat  a ete cree en 2003 pour elaborer"
"ZT9XQGMRFI";"etudes territoriales generales et thematiques  d'aide a la decision et d'evaluation des politiques publiques dans le cadre des missions d'observation territoriale du departement de"
"4H4GRUR67Y";"realisation de l'evaluation de la politique jeunesse de la ville de saint nazaire"
"3MIIW0TQMR";"mission d'assistance a l'elaboration du plan climat air energie territorial et de son evaluation environnementale et strategique"
"JMEBG80YY2";"evaluation du programme leader 2014 2022 et recommandations pour le futur programme leader 2023 2027 du pays d'auray "
"OONMBXRLQJ";"marche de services d'insertion professionnelle aupres des demandeurs d'emploi de la region pays de la loire  evaluation par simulation prealable au recrutement  espr"
"89YJ8IUZRK";"18sa23  realisation de l'evaluation environnementale du schema de coherence territoriale de la communaute d'agglomeration de cergy pontoise"
"LP03U2S8HM";"evaluation de l'evaporation des lacs reservoirs dans les conditions actuelles et sous l'effet du changement climatique"
"F0DYEXTTSX";"gn20e06 evaluation des programmes d'actions des aires d'alimentation des captages de sigean et ouveillan"
"TSD063KKQH";"realisation de l'evaluation environnementale du projet ngap  nouveau garches a ambroise pare  a boulogne billancourt"
"GFIV1P6RI0";"evaluation du programme d'interet general  precarite energetique et habitat indigne  2020   2024 "
"EK98752Z5O";"elaboration du scot de serre poncon hors diagnostic et evaluation environnementale"
"2BEJOWYXPQ";"evaluation de l'impact et des evolutions possibles du depistage des cancers du sein"
"DLQFPZGD8H";"le marche a pour objet l'evaluation du programme experimental coach co construire un accompagnement complet pour les personnes hebergees vers l'emploi et le logement l'etude porte su"
"I35SZQC0DR";"evaluation finale du contrat local de sante"
"W8U1OODV8D";"evaluation des effets des projets d'echanges scolaires et etwinning qui s'inscrivent dans le cadre de l'action cle 2 du programme erasmus + ' cooperation pour l'innovation et"
"4BA9OMC0XI";"realisation de l'evaluation environnementale de la nouvelle charte du parc naturel regional du verdon "
"69SGT9FXFN";"accueil  evaluation  orientation et accompagnement intensif des beneficiaires du rsa au titre de la garantie d'activite   territoire de belfort"
"L8XWH7PRCQ";"ce marche a pour objet d'apporter un appui a l'evaluation et a la recherche d'economies de charges sociales et fiscales pour le centre hospitalier de perpignan dans le respect de la reg"
"IO9O0GA6G4";"appel a candidature:pour une prestation d'analyse et d'evaluation de technologies   propriete intellectuelle et de leur positionnement marche"
"0T8PKL4LLZ";"evaluation du volet habitat de la convention orcb dt de la commune de cilaos"
"1U3X0419UI";"evaluation du dispositif de prevention en milieu festif : 'fetez clairs'"
